moisture,temperature,humidity,rain_probability,light_intensity,crop_type,irrigation_on,water_volume
39.308947463495336,36.57735601727495,20.575619197222405,77.31386728852775,67623.45313806974,1,0.0,0.0
46.48559873736288,42.9049560858765,71.52575010359598,9.993690656861954,53549.984880951204,0,0.0,0.0
72.81407691144109,30.82763919816497,30.650352084366155,88.1189236894309,39156.99363057779,1,0.0,0.0
25.973902572668777,22.76712824379419,83.856073539972,30.42045181350037,15759.887104142943,2,1.0,17.28976153804503
51.13875507308893,16.58480059094166,82.495715771292,65.43933648305747,3191.777131272445,0,0.0,0.0
57.3931655089634,36.782545544515514,65.773080245848,48.750227862027984,22664.633081181568,1,0.0,0.0
13.716033017599818,18.639089940166023,67.05639048604236,36.630314526233896,11639.668992899446,1,1.0,13.14198349120009
58.603588152115066,24.083253848159018,20.3737399378782,64.54418331834965,78759.0580543717,1,0.0,0.0
23.64192989498332,30.97412723651692,88.94100962795214,94.7522980551238,12137.297823574652,1,1.0,9.276447776160031
15.204127438822361,31.93249763339243,81.44828225030702,4.126974737462186,72698.59549337678,0,1.0,11.091186043928062
85.91084298026666,33.017495909614084,82.65743580110644,91.88528558831042,39180.21028783218,0,0.0,0.0
87.25056264596475,19.98765991049102,66.14711759356103,60.908165502101355,8264.460584633822,2,0.0,0.0
74.67178784931689,26.392122144649463,44.13508500581756,80.73143007690523,81460.274893727,0,0.0,0.0
34.36910153386965,33.515826813509,82.55540543633366,38.38749534342776,58383.42645342472,1,1.0,4.167031914416073
17.81376912051071,44.09456593901354,40.40618497058347,47.18429748376137,24340.38977349373,1,1.0,13.502572033646
64.73864212097254,36.82893413099066,59.3898080339542,86.8850751801164,89573.43625893412,1,0.0,0.0
45.21219949916811,42.67811271281873,26.981168064071767,41.48479698098231,5480.573073184594,2,0.0,0.0
19.763058787582306,37.86636174942531,84.53689410929252,53.4659566749085,20980.141211578528,0,1.0,9.405106781151378
49.614152808901615,32.751509066772016,29.853932043984933,2.0194923084332905,75452.64585278025,0,0.0,0.0
12.751081689217472,20.760701074090335,35.74277640112851,15.85980058380423,71228.41510067902,0,1.0,11.200529262800298
82.74563216630257,35.00056955677539,59.06939106897505,64.16865079747997,29637.897678723326,1,0.0,0.0
30.702398528001353,33.70138697879722,73.4865100149087,71.69769010638771,7140.462659925528,1,0.0,0.0
63.00178274831856,33.074075113717996,63.35459141554092,58.26009367844994,85949.72915026944,1,0.0,0.0
34.93688608715288,29.693576039647223,36.24937389601093,14.331003627561067,32056.066168920355,2,1.0,13.500914560388283
51.605441694224865,30.85969811967827,20.066012976924323,44.540542857783485,20375.62807789826,2,0.0,0.0
53.73682234746237,25.03327581354312,73.00054062152074,35.50947663631898,52090.12041373673,1,0.0,0.0
24.788356442042165,30.579380779269094,88.96451281377657,49.56613440350883,91112.49272896229,2,1.0,18.663759856905827
87.56677022116469,20.926677170354345,76.69391842142633,87.03290345540942,5311.111206494159,2,0.0,0.0
72.01062586888916,39.1552319208113,52.21446327096307,77.58614386586518,76814.60471505788,2,0.0,0.0
85.15991532513513,20.573308640961233,83.26370829793746,8.398950138915895,57674.849565932185,0,0.0,0.0
81.5861880342119,17.548988696683992,48.6893371182845,89.03091977745643,43119.46253862988,2,0.0,0.0
57.83199830488681,28.08738079071472,56.74538589704273,47.17671511498236,74663.96396640094,1,0.0,0.0
83.74993880184934,34.749223185181854,53.39908371769783,74.38621448859985,96616.6180197216,0,0.0,0.0
17.07940016415356,28.131504748006243,51.33367108658675,14.003923126435215,23691.414905106412,2,1.0,22.273450392723845
25.678628993531618,23.302623958539257,74.2633538505734,67.07195257070481,15221.089142139841,1,0.0,0.0
13.618183112843045,31.745135516713223,56.87382350886444,23.632601760945793,91375.29277704701,2,1.0,24.3654219952498
36.02642646106115,25.410070062365996,42.170198541765124,43.83808971409315,67226.35466827307,1,0.0,0.0
41.09418317515856,42.98603070379899,38.07107173609349,1.6862870082104409,44360.616134634634,1,0.0,0.0
31.70792254191167,42.67935418810716,22.642312187720336,15.161063793047603,57752.69745616402,2,1.0,16.41397414785488
76.29900073215435,30.071154599162863,60.82366133181322,9.208049312361977,74815.77661244816,2,0.0,0.0
38.540266135487144,24.836519820547757,36.097299078072396,23.974417293825844,77530.157971866,0,0.0,0.0
32.47476077499046,37.11397241869918,30.36937454114682,10.001809002432227,92069.5239010775,2,1.0,15.474016854374689
53.41568665265988,16.101388304491998,65.76809746793744,69.19100266195619,43257.436100666644,1,0.0,0.0
21.27393799798101,29.243070181309538,67.68464804750842,2.903990220921937,30047.680091920105,0,1.0,7.7873380191404475
74.17575846032318,25.089701828110005,72.65084245803662,61.774050062499796,64326.762412194345,1,0.0,0.0
15.964051494381666,42.61607655307664,55.2503827437014,14.070783082557426,42157.06202867351,1,1.0,14.279581908116832
88.95095492804138,15.360090818180476,82.58382236427207,94.51614571778968,59865.24694094881,2,0.0,0.0
71.77958154373259,31.584446271550473,85.54399273787595,93.30940731098542,42578.59404713907,1,0.0,0.0
25.897254522733792,37.21990743199878,76.51596578547426,22.55031025209626,16146.582881139273,2,1.0,18.773363481832984
10.441769369888192,29.550539625721235,64.4915437405731,61.442129822302945,47473.248414236885,1,1.0,15.734169277628027
75.23691427638673,17.56209090488165,41.260466751383206,2.8005319472458434,69400.86437216225,0,0.0,0.0
66.54858750780937,44.173841700837066,88.80614451341549,93.17885430511741,80129.09695909734,2,0.0,0.0
68.32057344327899,30.540312941282938,39.189531703435684,52.29873081917097,49839.30140285814,0,0.0,0.0
71.70162773487566,33.42558732957034,34.18598453933018,4.322315141777899,17358.551130829692,2,0.0,0.0
15.923572138727229,22.09829348122522,50.9507879650608,34.24999930081374,42054.08325529373,0,1.0,9.748043278758907
38.67725828354181,29.504942553204113,23.978839949867194,7.684946186123421,78843.09895532813,2,1.0,11.611865113549506
19.269524762010377,27.874484758749656,88.49461252702535,39.294443937335984,41873.06779109021,0,1.0,8.652686094869777
79.04827407004748,17.24687526005951,61.19034894914974,66.9926342161323,69956.548566818,0,0.0,0.0
59.86385014620463,18.184810606424016,58.98664641649227,46.98899080414396,51214.15448613089,2,0.0,0.0
36.471841988211935,40.12417558856323,65.9057395929804,38.37221747194545,24881.089385830273,2,1.0,13.776496564750357
15.08466802288189,22.19459856619771,54.79165534440447,11.91570455404648,79818.90029428435,1,1.0,12.677125845178825
34.878585737252976,20.84874814495892,22.24444619661791,24.493904569365633,9337.131952998016,1,1.0,2.6455819458694037
36.014665762139764,30.147343537504177,62.86179021882777,10.014328773835112,52964.13799275991,2,1.0,13.007401472680536
68.36849426704512,38.06241394087539,70.13217138695015,80.74987316566607,21680.212390097087,2,0.0,0.0
61.00459770841705,16.858395557369636,49.172434243683725,13.523982798472256,7639.49722559619,0,0.0,0.0
80.97701940610612,32.304237589147675,73.0106900449835,59.53733665488935,50790.459771241636,0,0.0,0.0
47.777194012955945,18.5763132852172,35.890090953689445,34.27404135888459,50456.653437557434,1,0.0,0.0
19.567539675064136,16.093831524768554,35.48936137463288,22.59783846551835,70983.18926589636,1,1.0,10.216230162467932
67.0595829778396,16.582318564866522,31.299189138130178,63.946843949210376,74730.31861213858,1,0.0,0.0
70.8628038893518,40.02492324625324,46.03963318524133,45.700230937694066,73051.35738059678,0,0.0,0.0
54.9021758055597,18.539174508841846,79.29084247723586,40.01454672845591,41546.31455875875,0,0.0,0.0
71.67737439636488,16.35454093236876,77.95384435043451,59.285200489222156,63537.28893542969,0,0.0,0.0
49.50364770915126,28.13699661428737,46.79769455744527,49.12676284900007,58117.57902175207,1,0.0,0.0
51.818626350559526,40.319804158260744,61.23831151861656,30.34842085515608,42734.61385557504,2,1.0,6.122667240546312
44.20328146868397,22.87225129467906,70.45714215324409,55.906128776525165,60124.05672441333,1,0.0,0.0
12.033530139527615,27.651378525777492,36.884474223961604,66.94985765506945,94777.53979391999,0,1.0,12.248372782813943
18.631314159464356,16.197675976912535,31.769876012632295,2.669315858685428,20096.48062445636,1,1.0,10.684342920267822
12.51433485493874,28.472355424046278,88.04671952486177,46.58717289076753,90671.4374827671,1,1.0,14.590068114935258
60.91283290110243,32.32839241911401,63.229011924673294,5.768328458354377,6292.095884336638,1,0.0,0.0
35.148478486106136,32.127211612564345,88.69910052835647,18.640541406811106,31530.532077264405,1,1.0,3.6384819182033667
50.685655293176225,24.972800765230957,43.642919099256034,56.05087340779731,29526.379612541296,0,0.0,0.0
82.60531791408744,24.465995419894064,69.2122189981892,86.61889152655807,63010.145680209665,1,0.0,0.0
29.943378331909997,18.198708568097935,35.58225455788664,88.28056791884849,13991.270225951743,0,0.0,0.0
42.830633842850375,26.003949619388052,38.284011989173905,6.994401013863127,88352.41357213561,1,0.0,0.0
70.4440910834439,17.98484006618894,55.833148488873675,41.91050862867066,83026.58943803908,0,0.0,0.0
28.303853239329797,37.99787834136155,42.37326878556499,58.30064830045513,65554.5161488425,2,1.0,17.647861214471256
16.158392786303438,43.98822893244558,31.733509468840914,14.70699045503434,46382.96934742758,0,1.0,11.81962650009284
33.180116233101444,44.10223370000121,38.401649139252825,76.54322167447717,93362.64817206576,0,0.0,0.0
22.897702980320354,40.95213298126181,22.502387612610526,74.42352584372388,83243.90891733504,2,1.0,20.646361807966006
84.37581218740584,33.023764480188575,69.30965350342406,90.33410137067946,50432.19966004325,2,0.0,0.0
74.64963036515336,36.0259709173164,54.44816599601031,0.8486012083443017,70485.46209097681,2,0.0,0.0
60.67230052083388,23.556174080412422,26.597014648316794,21.668424398900264,57126.06526578877,2,0.0,0.0
79.71684721501742,33.923112605178616,32.018579518994386,82.71867142453218,59206.28160043819,2,0.0,0.0
74.29376615192916,28.669486483196323,27.17741766788508,67.05800508269354,33766.63087430966,2,0.0,0.0
24.925604710882865,29.460520193307975,62.88149657931135,89.43898536984908,46746.375857864776,1,1.0,8.483249663889366
81.40471987919823,37.73329681125474,26.594725452874567,5.717965453026652,8734.021648184676,1,0.0,0.0
53.147379353252056,23.457550667917552,72.79976331246513,59.696396571644286,36377.520474794655,2,0.0,0.0
74.595212413125,24.541188350835597,21.435764352427384,56.904657489367416,69887.02302085304,0,0.0,0.0
81.68730399387945,42.7392537338591,37.45630515971244,3.567441636053237,95368.38702011244,0,0.0,0.0
35.44027799774911,16.686728845529167,82.34666731243351,51.35220769124835,96343.347163539,2,1.0,12.279861001125447
18.80415396221414,29.56902895240021,70.29719226855721,60.952031130992424,56016.56404336428,1,1.0,11.55482591413295
28.234813003355335,42.384024012235855,25.10778330479814,19.12931742021072,61055.60292914863,1,1.0,8.120995899545917
44.1686230901005,33.310890234544715,77.47882731396258,27.332958312466292,19386.39736459578,0,0.0,0.0
75.44118127379944,31.392212226363963,54.51245850781434,64.03473462977371,69835.50270125954,2,0.0,0.0
78.85844666050747,22.492325376880657,79.27481190181805,46.83009475999583,7995.220474764238,1,0.0,0.0
10.556170442495256,25.29826467193345,62.05178421152754,85.80136575683268,29183.88289414501,2,1.0,25.251741245945716
50.85978420620526,40.561452474140786,67.72831224230012,34.238176600918834,67167.97138125879,2,1.0,6.626253144311448
43.39288025190232,31.776543953053743,89.54510922769957,26.665965838820117,31720.70302280544,0,0.0,0.0
27.76862483765842,30.442265812703397,36.263488214681274,98.48659403448427,5934.840537330978,2,1.0,17.15991416244113
19.589229386694626,17.987391406200867,63.676190233297184,91.11357701300834,83355.17052574542,2,1.0,20.205385306652687
37.00921371229023,15.480844693653694,52.222497304017885,2.899274499897986,31722.67070632174,0,0.0,0.0
85.43277631300154,43.91055566061147,22.7616367045884,77.0728615306566,7247.417261009164,1,0.0,0.0
35.856234561660415,26.309585018605247,21.012944905200552,11.033477382520296,8404.028285783654,2,1.0,12.702841221030317
51.50324973946929,33.09639186298513,28.346000447250105,2.748519482937095,25924.12108008661,0,0.0,0.0
66.24151671161422,17.391452195618548,65.43642183769836,27.36955159663489,18623.5787749311,1,0.0,0.0
39.09036819034352,35.493428571691396,59.70141615393745,26.93458790611043,77655.71166023493,2,1.0,12.004158761997381
87.74256661767686,42.97700126117883,58.74006928146092,81.93187623469646,32846.72062003641,1,0.0,0.0
86.99578359536889,32.26995758992259,22.229973376978208,71.06672459428351,80664.88271894342,0,0.0,0.0
30.142583666029132,18.783459671262317,52.85120974520049,98.16094273320142,18210.753784492128,2,1.0,14.928708166985434
49.77988047139084,32.451645824204306,84.723597248977,71.15129003118184,49795.0387748643,0,0.0,0.0
34.07026478534157,37.99041639313957,47.83143085174527,41.82555532560479,69115.67622175976,0,0.0,0.0
32.78723955019741,27.19249609722056,63.74457288519194,69.89276609452169,65547.09453271964,2,1.0,14.32562983462335
12.950955788362624,41.39513243824403,74.58730729362006,99.9459067186402,60511.811583096605,0,1.0,13.164035349643092
58.76514671839175,34.460488600720936,74.87476953993213,71.01418825625281,92557.3385911858,1,0.0,0.0
50.21432185830892,41.977467548676074,56.349605767669,76.16813559803182,23623.989622967692,0,0.0,0.0
14.118300099999148,33.70515933742011,80.05663617816354,93.83650151902594,49878.20124174843,2,1.0,24.31136588374244
32.29171713892892,18.938639160144728,47.39646653546229,11.365126131168335,88515.26245716847,2,1.0,13.854141430535542
82.6612708773323,24.290751333155676,82.20852503493589,70.47842934477269,8711.482793920546,1,0.0,0.0
29.164951253357792,21.053848447573706,36.81590164768817,85.0805957967449,6532.938557054449,2,1.0,15.522909218078475
21.591589767297847,42.26479493150587,39.61514848933997,95.43786002208931,24096.92646827085,0,0.0,0.0
49.15622082220504,37.81200201862448,23.718443693930077,21.096928971169937,63669.10073426383,0,0.0,0.0
88.85203632884806,35.29195106730018,75.6907285579598,50.39290077242442,26728.08301853088,2,0.0,0.0
29.364421720920035,24.02898958894865,49.19386653628939,68.05548476444818,19833.748497071098,1,0.0,0.0
63.77084379247029,20.521343161506405,36.03816297379793,24.746772950133746,46421.42922047091,1,0.0,0.0
70.9295692262974,37.69353263966735,36.22531943316058,60.04728632502741,61746.20880817174,2,0.0,0.0
29.011003519391974,29.22473837637239,83.09799588604632,25.757878249799937,25607.2129946573,0,1.0,3.916972077941252
68.25730788894876,21.773686564518876,78.37416203227258,33.34570205316473,30768.427485650463,2,0.0,0.0
39.422650617540256,33.498659344958256,58.74716197500283,44.15186965108651,61742.371176339875,2,1.0,11.638540625725698
60.584466447486356,16.210015564153558,63.127756029100475,52.919009874656695,94628.10377695582,1,0.0,0.0
60.68237686087158,24.785107623847605,53.20278993852037,44.93658716251506,67799.43101637074,0,0.0,0.0
52.86197472598068,29.05670983773404,47.41665800151662,49.319551978792916,78507.51021487144,1,0.0,0.0
17.223181604352664,19.438750023282175,84.0833816852832,29.858875628829264,37314.19938079141,1,1.0,11.388409197823668
76.82419964713904,44.53963432772519,28.792889246421147,15.89650940226306,27953.18157906214,0,0.0,0.0
35.66240519773886,21.272920937688426,49.291275280135956,4.734997732683944,45972.506577059634,0,0.0,0.0
24.92148083198834,18.910593901297965,44.11933355915127,19.59787224916677,80906.1500424557,0,1.0,5.03925958400583
13.262011324381113,21.10604621660689,54.87055041758039,58.1943641505783,46173.664537265024,2,1.0,23.47959895947013
57.27143545505935,38.07183399479173,52.034231218162255,78.61154478031324,84825.81547019625,0,0.0,0.0
64.2051489473826,27.765169778155283,56.3222672155757,16.924759744289453,98888.42608881758,2,0.0,0.0
11.327026314228492,31.96247819257614,29.794328405889587,10.855535777264846,8130.639907303297,1,1.0,15.532734662143369
50.96744466394248,15.630274709590822,55.919905105929395,74.92903605492502,5495.605452286665,0,0.0,0.0
28.119662015835036,16.032939257199438,36.969316972104764,30.51583305372897,15809.38058842282,2,1.0,15.940168992082482
61.61382323275599,28.374766494810487,32.90319442917339,95.14994392273525,39052.597897700274,2,0.0,0.0
23.949314320399317,39.49965729604871,24.538395315033384,71.4317970610373,13973.178705397808,2,1.0,19.97530856940521
65.27501904819728,41.55716636122696,73.38567911292986,32.675604724303085,87195.78328425685,2,0.0,0.0
40.93882770404299,17.601197027869205,49.9209344599592,28.954274779370493,3291.4788516793164,1,0.0,0.0
84.93839909893876,31.150893063030683,63.86505783182309,52.3698386271309,32263.47891724643,0,0.0,0.0
21.00167553167946,42.39689058837811,70.93153403133203,7.914466827820943,19284.76831992633,0,1.0,9.238851292998081
37.285308084020684,26.639182631936592,67.55216657194875,11.7676512645299,93222.3936855957,0,0.0,0.0
19.077881699247126,39.886974942851054,52.93505033627776,17.58578813161925,67278.61948411276,0,1.0,9.949756644661543
83.97548946228503,19.010869631983084,47.15289702662109,77.47235933045602,91290.99538868607,0,0.0,0.0
80.18714827047847,43.06183469003396,46.317193674846465,51.38573592691225,97260.54232072894,0,0.0,0.0
30.63533021721245,37.54269952593908,64.80341578510394,1.0567122774442939,50212.726124059554,2,1.0,16.436604843987684
62.79872368273432,43.24003178360705,54.63560484593114,67.3516527472109,24197.5916967546,0,0.0,0.0
75.37777601609727,35.298517006575196,79.43925735919575,42.36901786604971,20179.14983346234,2,0.0,0.0
54.41606492795699,25.90211795998281,81.22913890286985,51.08523649637979,23068.967306898212,1,0.0,0.0
52.37204626848052,43.145435175741675,31.939226460456293,21.411624341293557,71150.73745457828,2,1.0,6.128520383333909
29.348183272036135,23.267003289275355,29.536355608200793,55.17822283941036,5004.127084177073,1,0.0,0.0
17.44822142447194,24.965175661851976,64.12806482251997,97.91532397514887,6084.746230238772,0,1.0,9.272406853949228
81.77726063626613,36.02425254005221,41.08580236435956,7.344469100576145,61206.15129593185,1,0.0,0.0
82.03344457306643,37.95948898576159,21.29995031355692,28.391739966443062,64563.65752700325,1,0.0,0.0
60.64811658186144,42.882104515474616,82.20498685540686,24.299759286082978,66861.02950792354,2,0.0,0.0
37.122383283896056,21.144072271686284,35.88305370706658,24.85493107511796,37816.16995427053,2,1.0,11.5532155852206
37.93676596901287,38.939941056576714,85.04964561800664,37.87063575653773,80788.54398270116,1,1.0,2.9256111211512374
68.07645430961915,37.156381601908905,70.22041156147776,81.81097847441676,53828.83418493514,1,0.0,0.0
81.76882079620617,16.913836687607937,73.3857442938039,91.28586899643874,11441.097370932524,0,0.0,0.0
80.96691394120938,26.61669423630621,34.10230470552123,20.22150874589733,79912.83139966718,2,0.0,0.0
72.3900436686099,23.48296371180296,36.39360979317691,54.294993794811276,95353.71084077537,1,0.0,0.0
61.36253169234302,24.13471273062091,56.488742767684606,63.68989721654803,6943.594987233509,2,0.0,0.0
16.731197199603905,44.488406386641024,32.04698968549035,52.18274743638449,39743.782531357414,0,1.0,11.58324203886215
22.9302971275691,34.283322404397836,41.38021848781226,43.407639419691954,49264.088438640014,0,0.0,0.0
81.88433508216634,36.53028473380499,42.50237345634631,19.197550585923786,15500.605247753378,1,0.0,0.0
58.514324772767196,44.29852911945028,31.174095327693486,48.82193591992385,86903.18583050484,0,0.0,0.0
10.735764129330372,26.316053473729163,34.36279833766125,40.12148277113289,29130.814844114357,1,1.0,15.263723282707732
18.11772342928257,39.055205053584174,75.19862894057796,79.55633625022696,78517.84545387785,2,1.0,22.846658790717132
63.08014152864446,28.03592889913486,31.703709818308788,76.36043591629952,67428.45372080329,2,0.0,0.0
10.404926707697495,41.0860101544494,21.992017429074576,13.39986812056707,60206.53642423532,1,1.0,16.90613766159619
22.86464411339989,20.419726239339095,64.05484598402569,8.851905256306758,20022.142020958887,1,1.0,8.609650567233965
53.89870314932689,43.43058531192839,88.3188183574715,90.8153943227503,22849.648534539665,1,0.0,0.0
65.35161581541546,21.563151252326392,43.1849670236185,53.55083889644977,5687.492069910362,2,0.0,0.0
62.156900760208046,24.786615209427946,28.30589922373766,85.78009372825906,24830.53054844437,2,0.0,0.0
27.941544756844785,37.68576702320341,59.92711277572715,5.815112056640115,35198.917336590894,0,1.0,5.297804323897949
66.97433770780287,26.8126542469622,83.44479477669523,52.651561652163025,83481.3850823801,0,0.0,0.0
28.979926999744006,33.2463413029934,74.88432458799352,53.94265145762363,37272.87400476573,2,1.0,16.834670630427336
36.03197585274142,28.337205032082856,63.57611078889012,86.07020325421499,75707.55649379504,2,1.0,12.817732576837576
69.71931240944193,37.27109811269345,42.05395476253196,9.760999822970751,44504.78584825327,1,0.0,0.0
61.97063192377718,21.849937571058327,57.9316121293354,24.04455636759093,78701.96288739496,2,0.0,0.0
77.93787283953424,16.75373961710631,26.387138891297877,40.65383138870131,97650.88844326694,2,0.0,0.0
62.60903138402747,23.997881924191987,67.52617969964689,86.58414754199421,24744.314247700433,0,0.0,0.0
55.464688266837726,29.229259946052906,70.75672132283556,93.8883315070567,86371.81958442373,0,0.0,0.0
17.493981426247398,20.040601565780356,87.55221360369431,99.27246195936279,62560.584544271696,1,1.0,11.257069443454336
39.41726424475468,25.64391868969166,38.227815112155014,95.91934864585215,81912.13189727682,0,0.0,0.0
31.216189414538036,26.999490548807056,21.291949333011583,0.5941755844354413,65507.004324512716,1,1.0,5.0918543476116875
29.519171470326686,16.721755310648206,58.19259250990054,4.770834145387203,42971.00122014087,2,1.0,15.240414264836657
87.84084438019565,32.499217445526135,69.47533530777702,14.760681915758866,23579.419004737247,2,0.0,0.0
41.44781797334083,41.53030283913863,75.32852331180916,34.88620967702731,7933.487307785337,1,0.0,0.0
81.36372441416907,19.552287388591573,33.561725311736744,82.99180309869587,54016.31808161098,0,0.0,0.0
60.49109007978103,32.93424040204542,38.32270083259166,89.26561953354805,99042.2833581597,0,0.0,0.0
73.58490428333187,34.942176147325384,55.881364768710746,18.683440629458303,74066.13869640641,2,0.0,0.0
50.21096744841537,27.58004041257865,43.14205669790013,61.966415161970865,33407.20859850265,0,0.0,0.0
56.15231077010873,36.0329276209281,80.23580406112114,91.73619850652766,82893.27520858678,1,0.0,0.0
49.401415505509114,27.32194630473036,53.16321076171042,46.37317359313208,77129.41601746425,2,0.0,0.0
25.61943902384356,30.139118639323048,75.97050508714021,10.354357195278396,28881.943541992223,0,1.0,5.704192352010524
67.79616922092043,15.22059133663281,60.643383233764766,45.781365008462494,2416.4414896292337,2,0.0,0.0
32.46178899526846,35.75160342404067,74.11630991319784,37.579490228805724,12698.10121486101,2,1.0,15.344265844769835
11.945277314516307,34.84028036834174,43.28710905712267,57.7657996066007,87853.3128408937,0,1.0,13.01138937957602
61.63778367257343,16.152026319790338,78.19916353512178,43.865868440710365,83819.7404951823,1,0.0,0.0
24.168854352563915,26.047503221853994,39.22006208857151,1.7345926853717941,30225.691086957882,0,1.0,6.020323145903442
85.23668674823314,44.37095522375002,58.22691656023036,99.39977334136711,29234.34720215762,0,0.0,0.0
86.31428616020699,27.622096877058503,34.980497922171196,54.354023773057094,79493.63372314464,0,0.0,0.0
83.18915121763588,30.05836215395525,53.286856513833534,47.363075548460955,93836.00951964679,0,0.0,0.0
39.61269602043555,42.29790474479155,42.27226466560922,95.4617371504054,78134.58842296239,0,0.0,0.0
11.236529322309394,36.51785627597269,38.669240144605,15.58603675870771,60952.28902604539,0,1.0,13.533520966442572
84.26548500701803,32.46210393372671,87.68895126196263,18.923760254524822,25024.463682848647,1,0.0,0.0
44.254731865385146,38.93414044023218,31.205187384071145,80.80147490627834,53049.04349543081,2,1.0,9.766048111330644
87.33238552349357,40.930987993679196,75.11280862201767,26.083108002500875,24117.674000733197,1,0.0,0.0
87.08959816714022,28.706642152118008,88.89154716382504,79.92271062915269,80993.13058958059,0,0.0,0.0
78.24075643738881,29.25325094795506,21.393103861805447,27.153348290850253,39309.14687225599,1,0.0,0.0
33.55591136556686,26.581528069555073,68.93191898294666,3.3187630225001485,83536.0244824086,2,1.0,13.88019712417208
40.807818288154024,44.001184200553816,37.7038263889401,51.7014723886716,38779.31258028981,1,0.0,0.0
78.09093372134855,35.91498762871051,22.834147702981312,19.668643412686137,82590.79111478924,0,0.0,0.0
35.35376041250221,17.49669198624217,48.202270526964156,75.78462929324711,33998.46370135895,2,1.0,12.323119793748894
23.5594197348874,40.88878869939055,85.46524671196126,64.11996332321482,44573.137757149314,0,0.0,0.0
54.544100996668014,29.416798225088044,20.823556605689838,92.36026679779178,61933.353514923096,0,0.0,0.0
84.89238193286248,17.062617192674622,61.15199843508472,78.29883572657359,7958.473788961949,2,0.0,0.0
65.68238373399784,31.491517654899333,55.097753501672706,18.077595484072685,94872.49911973099,2,0.0,0.0
55.604893607149194,27.51492836927106,81.13689150597332,80.01582366647963,57786.97282625652,0,0.0,0.0
17.77411950166148,41.33248214587874,25.880120016443797,64.17370448140232,51274.18145438943,1,1.0,13.246188463757134
59.20057813593358,21.11983810828162,67.70682209206552,66.8951641760625,84100.0031408713,2,0.0,0.0
89.20430800834106,39.79393828476549,67.60767889032941,83.22628859701487,86710.51025978592,1,0.0,0.0
21.20672121892192,31.730660735563582,66.83560118035983,57.38240691889403,52703.78004837259,1,1.0,10.569705464095398
51.46637218909894,16.638309096404072,85.96341464545259,46.60035143530129,92798.97025357009,2,0.0,0.0
80.18984575423643,44.15535903976454,77.61612703048164,63.6641035358728,7409.038841571582,1,0.0,0.0
69.26148942033635,30.378457323095997,22.938090837045422,29.795742895835907,12209.353432870535,2,0.0,0.0
65.76125927962144,23.726305626947475,52.97579954931592,18.25971310870993,60082.03477142957,2,0.0,0.0
66.19872671896874,29.082205259677743,47.85671393409334,61.65878380712464,36052.520317564784,2,0.0,0.0
38.75929209758041,40.73573350552467,41.71030547635614,23.38483690854777,46958.291452730686,2,1.0,12.69392730176226
33.487347541159465,24.147093731551905,51.59357076078681,7.991510934660672,33479.84257181949,1,1.0,3.671035602575458
